Source,Target,Author
2812,5669,Alon Y. Levy
5714,3506,Umeshwar Dayal
2741,4831,Miron Livny
11306,9455,Viswanath Poosala
5894,9817,Yannis E. Ioannidis
10949,11427,Hamid Pirahesh
7676,10721,Hanan Samet
8562,7923,Daniel A. Keim
8623,7823,Praveen Seshadri
10508,11257,Krithi Ramamritham
11398,5892,Alfons Kemper
5892,8938,Donald Kossmann
8306,10207,Mitch Cherniack
9929,8266,Stanley B. Zdonik
5799,7412,Michael Stonebraker
11397,10527,Hector Garcia-Molina
11026,8552,Rakesh Agrawal
8740,6717,Luis Gravano
11409,10895,Raymond T. Ng
10859,7934,Timos K. Sellis
8297,6275,Kyuseok Shim
8966,10582,Jennifer Widom
8286,8420,Joachim Hammer
6281,11038,Dan Suciu
11035,10646,Daniela Florescu
6116,7315,Alon Y. Levy
6415,10777,Mary F. Fernandez
7665,7076,Elisa Bertino
11538,10094,Dennis Shasha
5869,11116,Nelson Mendonça Mattos
7561,10873,Philip A. Bernstein
7048,10199,Jeffrey F. Naughton
11372,8441,Tova Milo
7690,7892,Serge Abiteboul
7249,9728,Sophie Cluet
9324,9534,Bernhard Seeger
11397,7683,Yannis Papakonstantinou
5909,11408,Christian S. Jensen
9591,9164,Curtis E. Dyreson
10766,9483,Abraham Silberschatz
10885,10027,Rajeev Rastogi
9860,6072,Philip S. Yu
8611,10013,Nick Roussopoulos
10284,9091,Hongjun Lu
8617,8239,Jim Melton
9930,5950,Andrew Eisenberg
10727,5953,Amit P. Sheth
7164,7365,Per-Åke Larson
9345,7763,Surajit Chaudhuri
7274,10379,Umeshwar Dayal
8988,6763,Anindya Datta
7596,7190,Alon Y. Halevy
11663,11431,Goetz Graefe
8721,6974,Patrick Valduriez
9603,10357,Divesh Srivastava
11523,10371,H. V. Jagadish
10917,8994,C. Mohan
10955,9295,Phillip B. Gibbons
6033,9767,Xiaolei Qian
10919,10965,Nick Koudas
9121,8654,Ling Liu
6772,10323,Elke A. Rundensteiner
9739,6934,Joseph M. Hellerstein
6399,6243,Inderpal Singh Mumick
7812,10109,Raghu Ramakrishnan
11110,8370,Sunita Sarawagi
9742,6084,Richard T. Snodgrass
7092,7891,Soumen Chakrabarti
10766,6447,S. Sudarshan
6662,11199,Michael J. Franklin
11148,8297,Minos N. Garofalakis
7604,6129,Theodore Johnson
7647,7914,Chee Yong Chan
10575,9214,Sushil Jajodia
7750,7611,Dimitris Papadias
9927,11371,Jeffrey D. Ullman
8792,7645,Alberto O. Mendelzon
10627,6336,Christos Faloutsos
8354,6196,Kian-Lee Tan
7685,10127,Kenneth A. Ross
10445,10767,Henry F. Korth
10865,9185,Philip Bohannon
9077,6229,Wen-Syan Li
8172,9518,Jayant R. Haritsa
10318,6784,Miron Livny
8979,7572,Yufei Tao
8017,9599,Yannis Kotidis
6597,11063,Hans-Peter Kriegel
7306,11501,Gerhard Weikum
8779,8382,Martin L. Kersten
6297,8494,Asuman Dogac
6544,10332,Hans-Jörg Schek
11687,7249,David B. Lomet
7709,9505,Peter J. Haas
9237,10335,Flip Korn
10253,6945,Laks V. S. Lakshmanan
9611,9379,Michael J. Carey
7755,10329,Johannes Gehrke
7441,6410,Peter Buneman
6422,6580,Renée J. Miller
7048,9236,S. Seshadri
7923,6834,Charu C. Aggarwal
6473,9809,Divyakant Agrawal
7236,7933,Stefano Ceri
9614,7366,Vivek R. Narasayya
7690,6519,Rajeev Motwani
6707,10719,V. S. Subrahmanian
11007,8552,Ramakrishnan Srikant
6541,7094,David J. DeWitt
10199,11563,Jignesh M. Patel
8625,8456,Ahmed K. Elmagarmid
8835,7256,Beng Chin Ooi
10684,8687,Arnon Rosenthal
8723,8177,Jian Pei
10636,11581,Jiawei Han
7966,10757,Jayavel Shanmugasundaram
10875,7569,K. Selçuk Candan
7564,11103,Eric Simon
10810,8938,Ioana Manolescu
9214,7782,Daniel Barbará
10217,9240,Karl Aberer
8072,7266,Marianne Winslett
6994,11554,Erhard Rahm
10610,11300,Matthias Jarke
10279,10541,Laura M. Haas
9626,11391,?
10015,10032,Guy M. Lohman
8527,9121,Calton Pu
9882,7236,Stefano Paraboschi
10741,9485,Bruce G. Lindsay
9321,10768,M. Tamer Özsu
11045,11151,Guido Moerkotte
7359,7530,César A. Galindo-Legaria
11335,11039,Jim Gray
11359,7462,Amr El Abbadi
9591,9164,Arie Segev
9817,7851,Anastassia Ailamaki
11253,9609,Sridhar Ramaswamy
8107,8018,S. Muthukrishnan
3006,4012,Yannis Papakonstantinou
245,4641,Praveen Seshadri
5346,4987,Nick Roussopoulos
3474,2067,Yannis Kotidis
4362,1670,Asuman Dogac
85,1924,Calton Pu
2410,3010,Alfons Kemper
4711,2705,Donald Kossmann
95,1806,Ouri Wolfson
2671,5761,Philip A. Bernstein
4767,114,Matthias Jarke
946,972,Divyakant Agrawal
5194,2114,Phillip B. Gibbons
1740,3020,Viswanath Poosala
734,804,Sridhar Ramaswamy
2436,782,Laks V. S. Lakshmanan
4663,3249,Jiawei Han
1658,735,Dan Suciu
2925,3266,Daniel A. Keim
2477,3650,C. Mohan
1961,1056,Philip S. Yu
268,5234,Rajeev Rastogi
2852,298,Kyuseok Shim
4994,5493,Hector Garcia-Molina
5008,4143,Raghu Ramakrishnan
5395,1364,M. Tamer &#214;zsu
298,1284,S. Seshadri
2940,2901,S. Sudarshan
2324,3097,Christos Faloutsos
2884,2925,Hans-Peter Kriegel
3175,1726,Raymond T. Ng
5099,5371,Hamid Pirahesh
2698,2379,Sophie Cluet
5367,298,Minos Garofalakis
3515,4405,Bernhard Seeger
328,4210,Christian S. Jensen
2719,2823,Hans-J&#246;rg Schek
3513,3504,Arnon Rosenthal
2142,5319,Jian Pei
5001,2653,Stefano Ceri
4054,5001,Stefano Paraboschi
5739,5291,Andrew Eisenberg
5739,1683,Jim Melton
2331,4428,Anindya Datta
2636,2609,Amit Sheth
2581,5270,Surajit Chaudhuri
423,821,Luis Gravano
423,4298,H&#233;ctor Garc&#237;a-Molina
4585,3066,Jim Gray
782,445,H. V. Jagadish
1341,2669,Avigdor Gal
2813,5190,Henry F. Korth
2798,2287,Abraham Silberschatz
550,1347,Joseph M. Hellerstein
5211,616,Michael Stonebraker
1045,4141,Dennis Shasha
4149,694,Goetz Graefe
2228,3148,David Lomet
2566,3002,Gerhard Weikum
4593,712,Rajeev Motwani
1168,3521,V. S. Subrahmanian
2595,826,Daniela Florescu
4654,1088,Johannes Gehrke
4890,4143,Yannis E. Ioannidis
3677,2407,Jayavel Shanmugasundaram
4195,3269,Krithi Ramamritham
5229,782,Tova Milo
5136,5210,Divesh Srivastava
5262,2081,Dimitris Papadias
2709,2359,Kenneth A. Ross
831,2570,Curtis E. Dyreson
1720,4616,Richard Thomas Snodgrass
1556,4012,Jennifer Widom
5282,2802,Serge Abiteboul
916,4992,Michael J. Carey
2577,916,Michael J. Franklin
2626,926,Karl Aberer
2705,3147,Laura M. Haas
3351,1539,Alon Y. Halevy
1991,2461,Kian-Lee Tan
3890,2933,Sunita Sarawagi
2425,5166,Beng Chin Ooi
1106,3125,Nick Koudas
5687,4750,Sushil Jajodia
1191,2489,David J. DeWitt
2793,1547,Guido Moerkotte
4141,1409,Eric Simon
3213,3552,Hongjun Lu
1650,3636,Alexandros Labrinidis
2918,4654,Rakesh Agrawal
3964,1995,Peter Buneman
4472,2031,Leonid Libkin
2668,1712,Marianne Winslett
3676,3825,Theodore Johnson
3759,5363,Patrick Valduriez
4234,4318,Jeffrey F. Naughton
2812,2985,Alon Y. Levy
5714,3606,Umeshwar Dayal
5045,3912,Miron Livny
11306,9295,Viswanath Poosala
5894,11227,Yannis E. Ioannidis
10949,8804,Hamid Pirahesh
7676,8997,Hanan Samet
8562,6548,Daniel A. Keim
8623,6866,Praveen Seshadri
10128,11523,Krithi Ramamritham
11398,9993,Alfons Kemper
5892,9840,Donald Kossmann
8595,11074,Mitch Cherniack
9929,8306,Stanley B. Zdonik
5799,6645,Michael Stonebraker
11397,8738,Hector Garcia-Molina
11026,7274,Rakesh Agrawal
8740,10430,Luis Gravano
11409,8850,Raymond T. Ng
7249,7521,Timos K. Sellis
8297,9446,Kyuseok Shim
8966,8792,Jennifer Widom
8286,11365,Joachim Hammer
6281,10409,Dan Suciu
11035,10409,Daniela Florescu
6116,7764,Alon Y. Levy
11249,5856,Mary F. Fernandez
7665,5861,Elisa Bertino
11538,9071,Dennis Shasha
5869,5905,Nelson Mendonça Mattos
7561,7706,Philip A. Bernstein
7048,9180,Jeffrey F. Naughton
11372,10810,Tova Milo
7690,8294,Serge Abiteboul
7249,10140,Sophie Cluet
10732,8321,Bernhard Seeger
11397,10853,Yannis Papakonstantinou
5909,9238,Christian S. Jensen
9591,9741,Curtis E. Dyreson
10766,10767,Abraham Silberschatz
10885,9136,Rajeev Rastogi
9860,6460,Philip S. Yu
8611,10827,Nick Roussopoulos
10284,7845,Hongjun Lu
8617,10130,Jim Melton
9451,8992,Andrew Eisenberg
10727,11620,Amit P. Sheth
7164,10535,Per-Åke Larson
9345,9816,Surajit Chaudhuri
7274,8460,Umeshwar Dayal
8988,10508,Anindya Datta
7596,10905,Alon Y. Halevy
11663,7080,Goetz Graefe
11538,11035,Patrick Valduriez
9603,9078,Divesh Srivastava
11523,10885,H. V. Jagadish
10917,6019,C. Mohan
10955,9455,Phillip B. Gibbons
6033,9383,Xiaolei Qian
10919,11066,Nick Koudas
9121,7407,Ling Liu
6772,6937,Elke A. Rundensteiner
9739,10648,Joseph M. Hellerstein
6399,6060,Inderpal Singh Mumick
9606,6784,Raghu Ramakrishnan
11110,10803,Sunita Sarawagi
9742,6852,Richard T. Snodgrass
7092,7508,Soumen Chakrabarti
10766,8370,S. Sudarshan
6662,11072,Michael J. Franklin
11148,7914,Minos N. Garofalakis
7604,9718,Theodore Johnson
7647,11184,Chee Yong Chan
7376,9184,Sushil Jajodia
7750,9372,Dimitris Papadias
9927,11213,Jeffrey D. Ullman
6158,9314,Alberto O. Mendelzon
10627,10821,Christos Faloutsos
8354,10196,Kian-Lee Tan
7685,8220,Kenneth A. Ross
10445,6225,Henry F. Korth
10865,9989,Philip Bohannon
9077,7450,Wen-Syan Li
8172,10828,Jayant R. Haritsa
10318,7044,Miron Livny
8979,11033,Yufei Tao
8018,7587,Yannis Kotidis
6597,6287,Hans-Peter Kriegel
10642,9732,Gerhard Weikum
10570,8544,Martin L. Kersten
6297,9978,Asuman Dogac
7412,7200,Hans-Jörg Schek
11687,7090,David B. Lomet
7709,9318,Peter J. Haas
9078,6336,Flip Korn
10253,11042,Laks V. S. Lakshmanan
9611,11427,Michael J. Carey
7755,8443,Johannes Gehrke
7441,11371,Peter Buneman
6422,11030,Renée J. Miller
7048,8629,S. Seshadri
7923,8370,Charu C. Aggarwal
6473,7450,Divyakant Agrawal
7236,10174,Stefano Ceri
9614,7317,Vivek R. Narasayya
7690,9592,Rajeev Motwani
11349,11201,V. S. Subrahmanian
11007,9033,Ramakrishnan Srikant
6541,11202,David J. DeWitt
10199,9228,Jignesh M. Patel
8625,9769,Ahmed K. Elmagarmid
8835,6619,Beng Chin Ooi
10684,10352,Arnon Rosenthal
8723,6676,Jian Pei
10636,7103,Jiawei Han
7966,6727,Jayavel Shanmugasundaram
10875,9809,K. Selçuk Candan
6893,10786,Eric Simon
10810,7243,Ioana Manolescu
9214,8170,Daniel Barbará
10217,9433,Karl Aberer
8072,7844,Marianne Winslett
6994,7427,Erhard Rahm
10610,8506,Matthias Jarke
10279,7086,Laura M. Haas
11421,9984,?
10015,7249,Guy M. Lohman
8527,10498,Calton Pu
9882,10509,Stefano Paraboschi
10741,11120,Bruce G. Lindsay
9321,10802,M. Tamer Özsu
11045,9840,Guido Moerkotte
7359,10122,César A. Galindo-Legaria
11335,10873,Jim Gray
11359,9896,Amr El Abbadi
9591,8493,Arie Segev
9817,9195,Anastassia Ailamaki
11253,8234,Sridhar Ramaswamy
8107,10357,S. Muthukrishnan
3006,13,Yannis Papakonstantinou
245,4858,Praveen Seshadri
5346,1182,Nick Roussopoulos
3474,3290,Yannis Kotidis
4362,1190,Asuman Dogac
85,5540,Calton Pu
2410,4868,Alfons Kemper
4711,4688,Donald Kossmann
95,4560,Ouri Wolfson
2671,4610,Philip A. Bernstein
4767,2549,Matthias Jarke
946,1964,Divyakant Agrawal
5194,5255,Phillip B. Gibbons
1740,146,Viswanath Poosala
734,2798,Sridhar Ramaswamy
2436,2481,Laks V. S. Lakshmanan
4663,370,Jiawei Han
1658,4841,Dan Suciu
2925,2502,Daniel A. Keim
2477,195,C. Mohan
1961,2050,Philip S. Yu
268,243,Rajeev Rastogi
2852,5579,Kyuseok Shim
4994,2301,Hector Garcia-Molina
5008,1841,Raghu Ramakrishnan
5395,2360,M. Tamer &#214;zsu
298,2725,S. Seshadri
2940,3832,S. Sudarshan
2324,3357,Christos Faloutsos
2884,1043,Hans-Peter Kriegel
3175,3295,Raymond T. Ng
5099,5008,Hamid Pirahesh
2698,1488,Sophie Cluet
5367,1074,Minos Garofalakis
3515,2711,Bernhard Seeger
328,4434,Christian S. Jensen
2719,328,Hans-J&#246;rg Schek
3513,4881,Arnon Rosenthal
2142,1578,Jian Pei
5001,2473,Stefano Ceri
4054,5360,Stefano Paraboschi
5739,1868,Andrew Eisenberg
5739,1715,Jim Melton
2331,3737,Anindya Datta
2636,3217,Amit Sheth
2581,5247,Surajit Chaudhuri
423,2710,Luis Gravano
423,4843,H&#233;ctor Garc&#237;a-Molina
4585,5211,Jim Gray
782,1855,H. V. Jagadish
1341,1743,Avigdor Gal
2813,2957,Henry F. Korth
2798,2963,Abraham Silberschatz
550,2499,Joseph M. Hellerstein
5211,968,Michael Stonebraker
1045,5055,Dennis Shasha
4149,2746,Goetz Graefe
2228,3185,David Lomet
2566,3293,Gerhard Weikum
4593,5576,Rajeev Motwani
1168,714,V. S. Subrahmanian
2595,3644,Daniela Florescu
4654,5601,Johannes Gehrke
4890,3257,Yannis E. Ioannidis
3677,2089,Jayavel Shanmugasundaram
4195,1094,Krithi Ramamritham
5229,2863,Tova Milo
5136,2404,Divesh Srivastava
5262,1991,Dimitris Papadias
2709,1720,Kenneth A. Ross
831,2514,Curtis E. Dyreson
1720,4973,Richard Thomas Snodgrass
1556,1455,Jennifer Widom
5282,3091,Serge Abiteboul
916,2561,Michael J. Carey
2577,3488,Michael J. Franklin
2626,1812,Karl Aberer
2705,2508,Laura M. Haas
3351,5693,Alon Y. Halevy
1991,3583,Kian-Lee Tan
3890,3641,Sunita Sarawagi
2425,3249,Beng Chin Ooi
1106,2072,Nick Koudas
5687,4975,Sushil Jajodia
1191,3642,David J. DeWitt
2793,5743,Guido Moerkotte
4141,3778,Eric Simon
3213,2273,Hongjun Lu
1650,1431,Alexandros Labrinidis
2918,4989,Rakesh Agrawal
3964,5101,Peter Buneman
4472,1872,Leonid Libkin
2668,4335,Marianne Winslett
3676,2133,Theodore Johnson
3759,1749,Patrick Valduriez
4234,5343,Jeffrey F. Naughton
2812,3114,Alon Y. Levy
5714,3574,Umeshwar Dayal
5045,3147,Miron Livny
11306,10580,Viswanath Poosala
5894,9841,Yannis E. Ioannidis
10949,10757,Hamid Pirahesh
7676,8614,Hanan Samet
8562,6293,Daniel A. Keim
8623,8755,Praveen Seshadri
10128,8326,Krithi Ramamritham
11398,11151,Alfons Kemper
5892,8433,Donald Kossmann
8595,5799,Mitch Cherniack
9929,8595,Stanley B. Zdonik
5799,9142,Michael Stonebraker
11397,10406,Hector Garcia-Molina
11026,10601,Rakesh Agrawal
8740,10527,Luis Gravano
11409,7955,Raymond T. Ng
7249,9857,Timos K. Sellis
8297,8648,Kyuseok Shim
8966,8286,Jennifer Widom
8286,6736,Joachim Hammer
6281,6205,Dan Suciu
11035,6974,Daniela Florescu
6116,8054,Alon Y. Levy
11249,8930,Mary F. Fernandez
7665,8228,Elisa Bertino
11538,8691,Dennis Shasha
5869,7573,Nelson Mendonça Mattos
7561,6492,Philip A. Bernstein
7048,11105,Jeffrey F. Naughton
11372,5883,Tova Milo
7690,7274,Serge Abiteboul
7249,6986,Sophie Cluet
10732,11521,Bernhard Seeger
11397,11206,Yannis Papakonstantinou
5909,10270,Christian S. Jensen
9591,8143,Curtis E. Dyreson
10766,8977,Abraham Silberschatz
10885,11184,Rajeev Rastogi
9860,7103,Philip S. Yu
8611,11182,Nick Roussopoulos
10284,7878,Hongjun Lu
8617,10873,Jim Melton
9451,10884,Andrew Eisenberg
10727,6341,Amit P. Sheth
7164,11431,Per-Åke Larson
9345,11482,Surajit Chaudhuri
7274,6093,Umeshwar Dayal
8988,10540,Anindya Datta
7596,6972,Alon Y. Halevy
11663,8520,Goetz Graefe
11538,8034,Patrick Valduriez
9603,10614,Divesh Srivastava
11523,10886,H. V. Jagadish
10917,9921,C. Mohan
10955,6609,Phillip B. Gibbons
6033,11080,Xiaolei Qian
10919,10398,Nick Koudas
9121,8527,Ling Liu
6772,6041,Elke A. Rundensteiner
9739,9504,Joseph M. Hellerstein
6399,6829,Inderpal Singh Mumick
9606,10755,Raghu Ramakrishnan
11110,7733,Sunita Sarawagi
9742,8262,Richard T. Snodgrass
7092,8791,Soumen Chakrabarti
10766,9651,S. Sudarshan
6662,11335,Michael J. Franklin
11148,7916,Minos N. Garofalakis
7604,11542,Theodore Johnson
7647,9874,Chee Yong Chan
7376,11201,Sushil Jajodia
7750,9182,Dimitris Papadias
9927,8174,Jeffrey D. Ullman
6158,10754,Alberto O. Mendelzon
10627,8008,Christos Faloutsos
8354,10038,Kian-Lee Tan
7685,11293,Kenneth A. Ross
10445,10865,Henry F. Korth
10865,10445,Philip Bohannon
9077,10875,Wen-Syan Li
8172,7220,Jayant R. Haritsa
10318,9606,Miron Livny
8979,8249,Yufei Tao
8018,8069,Yannis Kotidis
6597,10607,Hans-Peter Kriegel
10642,11401,Gerhard Weikum
10570,11457,Martin L. Kersten
6297,8027,Asuman Dogac
7412,8003,Hans-Jörg Schek
11687,7699,David B. Lomet
7709,7048,Peter J. Haas
9078,10304,Flip Korn
10253,7972,Laks V. S. Lakshmanan
9611,8631,Michael J. Carey
7755,7389,Johannes Gehrke
7441,7981,Peter Buneman
6422,6489,Renée J. Miller
7048,7158,S. Seshadri
7923,8700,Charu C. Aggarwal
6473,10875,Divyakant Agrawal
7236,11039,Stefano Ceri
9614,6519,Vivek R. Narasayya
7690,8668,Rajeev Motwani
11349,11234,V. S. Subrahmanian
11007,8618,Ramakrishnan Srikant
6541,10692,David J. DeWitt
10199,10253,Jignesh M. Patel
8625,6605,Ahmed K. Elmagarmid
8835,11293,Beng Chin Ooi
10684,11186,Arnon Rosenthal
8723,8217,Jian Pei
10636,8129,Jiawei Han
7966,11593,Jayavel Shanmugasundaram
10875,9077,K. Selçuk Candan
6893,10821,Eric Simon
10810,9492,Ioana Manolescu
9214,11690,Daniel Barbará
10217,11226,Karl Aberer
8072,8324,Marianne Winslett
6994,7561,Erhard Rahm
10610,7086,Matthias Jarke
10279,10831,Laura M. Haas
11421,10370,?
10015,10896,Guy M. Lohman
8527,9097,Calton Pu
9882,8431,Stefano Paraboschi
10741,7250,Bruce G. Lindsay
9321,9436,M. Tamer Özsu
11045,7380,Guido Moerkotte
7359,9676,César A. Galindo-Legaria
11335,7483,Jim Gray
11359,11176,Amr El Abbadi
9591,7734,Arie Segev
9817,11053,Anastassia Ailamaki
11253,9483,Sridhar Ramaswamy
8107,9078,S. Muthukrishnan
3006,1106,Yannis Papakonstantinou
245,5099,Praveen Seshadri
39,2785,Nick Roussopoulos
3474,4987,Yannis Kotidis
4362,70,Asuman Dogac
85,1607,Calton Pu
2410,4711,Alfons Kemper
4711,2807,Donald Kossmann
95,530,Ouri Wolfson
2671,105,Philip A. Bernstein
4767,3669,Matthias Jarke
946,5260,Divyakant Agrawal
5194,2217,Phillip B. Gibbons
1740,2327,Viswanath Poosala
734,146,Sridhar Ramaswamy
2436,5202,Laks V. S. Lakshmanan
4663,1237,Jiawei Han
1658,2028,Dan Suciu
2925,2121,Daniel A. Keim
2477,1252,C. Mohan
1961,4517,Philip S. Yu
268,5749,Rajeev Rastogi
2852,4657,Kyuseok Shim
5634,2945,Hector Garcia-Molina
5008,4275,Raghu Ramakrishnan
5395,2779,M. Tamer &#214;zsu
298,776,S. Seshadri
2940,3195,S. Sudarshan
2324,2598,Christos Faloutsos
2884,276,Hans-Peter Kriegel
2472,2404,Raymond T. Ng
5099,5174,Hamid Pirahesh
2698,2866,Sophie Cluet
5367,5234,Minos Garofalakis
3515,761,Bernhard Seeger
328,1686,Christian S. Jensen
2719,2926,Hans-J&#246;rg Schek
3513,4087,Arnon Rosenthal
2142,2126,Jian Pei
5001,2921,Stefano Ceri
4054,4497,Stefano Paraboschi
5739,1869,Andrew Eisenberg
5739,1716,Jim Melton
2331,5365,Anindya Datta
2636,1939,Amit Sheth
2581,5284,Surajit Chaudhuri
423,1722,Luis Gravano
423,4012,H&#233;ctor Garc&#237;a-Molina
4585,445,Jim Gray
782,5183,H. V. Jagadish
1341,499,Avigdor Gal
2813,526,Henry F. Korth
2798,2901,Abraham Silberschatz
550,968,Joseph M. Hellerstein
5211,3050,Michael Stonebraker
1045,3522,Dennis Shasha
4149,1244,Goetz Graefe
2228,818,David Lomet
4485,705,Gerhard Weikum
4593,5226,Rajeev Motwani
1168,1164,V. S. Subrahmanian
2595,3778,Daniela Florescu
4654,745,Johannes Gehrke
4890,4666,Yannis E. Ioannidis
3677,3561,Jayavel Shanmugasundaram
4195,1227,Krithi Ramamritham
5229,5361,Tova Milo
5136,5098,Divesh Srivastava
5262,5543,Dimitris Papadias
2709,2112,Kenneth A. Ross
831,4434,Curtis E. Dyreson
1720,2267,Richard Thomas Snodgrass
1556,1344,Jennifer Widom
5282,1972,Serge Abiteboul
916,2567,Michael J. Carey
2577,4650,Michael J. Franklin
2626,1876,Karl Aberer
2705,1581,Laura M. Haas
3351,957,Alon Y. Halevy
5511,3425,Kian-Lee Tan
3890,4669,Sunita Sarawagi
2425,5587,Beng Chin Ooi
1106,3546,Nick Koudas
5687,1778,Sushil Jajodia
1191,3395,David J. DeWitt
2793,5721,Guido Moerkotte
4141,2694,Eric Simon
3213,5337,Hongjun Lu
1650,3290,Alexandros Labrinidis
2918,1456,Rakesh Agrawal
3964,3891,Peter Buneman
4472,3987,Leonid Libkin
2668,1714,Marianne Winslett
3676,1720,Theodore Johnson
3759,3032,Patrick Valduriez
4234,3936,Jeffrey F. Naughton
2812,2543,Alon Y. Levy
5714,3993,Umeshwar Dayal
5045,3820,Miron Livny
11306,11253,Viswanath Poosala
5894,6131,Yannis E. Ioannidis
10949,11335,Hamid Pirahesh
7676,10028,Hanan Samet
8562,11063,Daniel A. Keim
8623,10676,Praveen Seshadri
10128,10508,Krithi Ramamritham
11398,6035,Alfons Kemper
5892,10878,Donald Kossmann
8595,9831,Mitch Cherniack
9929,9786,Stanley B. Zdonik
5799,11443,Michael Stonebraker
11397,10407,Hector Garcia-Molina
11026,10092,Rakesh Agrawal
10406,6785,Luis Gravano
11409,10514,Raymond T. Ng
7249,7910,Timos K. Sellis
8297,10601,Kyuseok Shim
8966,6258,Jennifer Widom
8286,11666,Joachim Hammer
6281,11583,Dan Suciu
11035,8639,Daniela Florescu
6245,5856,Alon Y. Levy
11249,6245,Mary F. Fernandez
7665,9958,Elisa Bertino
11538,6267,Dennis Shasha
5869,10741,Nelson Mendonça Mattos
9961,9825,Philip A. Bernstein
7048,7143,Jeffrey F. Naughton
11372,10140,Tova Milo
7690,11626,Serge Abiteboul
7249,11626,Sophie Cluet
10732,5896,Bernhard Seeger
11397,9927,Yannis Papakonstantinou
5909,7848,Christian S. Jensen
9591,9903,Curtis E. Dyreson
10766,7188,Abraham Silberschatz
10885,7352,Rajeev Rastogi
11043,10048,Philip S. Yu
8611,9967,Nick Roussopoulos
10284,7276,Hongjun Lu
8617,9949,Jim Melton
9451,11559,Andrew Eisenberg
10727,8037,Amit P. Sheth
7164,9775,Per-Åke Larson
9345,7652,Surajit Chaudhuri
7274,11631,Umeshwar Dayal
8988,11669,Anindya Datta
7596,5982,Alon Y. Halevy
11663,7272,Goetz Graefe
11538,11354,Patrick Valduriez
9603,9720,Divesh Srivastava
11523,11270,H. V. Jagadish
10917,6374,C. Mohan
10955,7826,Phillip B. Gibbons
6033,11240,Xiaolei Qian
11368,8548,Nick Koudas
9121,10927,Ling Liu
6772,8475,Elke A. Rundensteiner
9739,9505,Joseph M. Hellerstein
6399,9137,Inderpal Singh Mumick
9606,7812,Raghu Ramakrishnan
11110,6070,Sunita Sarawagi
9742,9164,Richard T. Snodgrass
7092,11544,Soumen Chakrabarti
10766,10676,S. Sudarshan
6662,6472,Michael J. Franklin
11148,8173,Minos N. Garofalakis
7604,8729,Theodore Johnson
7647,6131,Chee Yong Chan
7376,11175,Sushil Jajodia
7367,10107,Dimitris Papadias
9927,8528,Jeffrey D. Ullman
6158,11303,Alberto O. Mendelzon
10627,9679,Christos Faloutsos
8354,7256,Kian-Lee Tan
7685,11678,Kenneth A. Ross
10445,7188,Henry F. Korth
10865,11438,Philip Bohannon
9077,11613,Wen-Syan Li
8172,9236,Jayant R. Haritsa
10318,6312,Miron Livny
8979,7611,Yufei Tao
8018,9581,Yannis Kotidis
6597,9843,Hans-Peter Kriegel
10642,7306,Gerhard Weikum
10570,9346,Martin L. Kersten
6297,7965,Asuman Dogac
7412,6314,Hans-Jörg Schek
11687,10930,David B. Lomet
7709,9005,Peter J. Haas
9078,10115,Flip Korn
10253,8123,Laks V. S. Lakshmanan
9611,11328,Michael J. Carey
7755,10335,Johannes Gehrke
7441,10477,Peter Buneman
6422,10458,Renée J. Miller
7048,10045,S. Seshadri
7923,9973,Charu C. Aggarwal
6473,8541,Divyakant Agrawal
8036,8513,Stefano Ceri
9614,11482,Vivek R. Narasayya
7690,8637,Rajeev Motwani
11349,11045,V. S. Subrahmanian
11007,6610,Ramakrishnan Srikant
6541,10822,David J. DeWitt
10199,6541,Jignesh M. Patel
8625,11341,Ahmed K. Elmagarmid
10107,11520,Beng Chin Ooi
10684,10206,Arnon Rosenthal
8723,10078,Jian Pei
10636,9668,Jiawei Han
7966,11024,Jayavel Shanmugasundaram
10875,6743,K. Selçuk Candan
6893,8167,Eric Simon
10810,8054,Ioana Manolescu
9214,10606,Daniel Barbará
10217,9276,Karl Aberer
8072,9382,Marianne Winslett
6994,7086,Erhard Rahm
10610,9296,Matthias Jarke
10279,9968,Laura M. Haas
11421,9626,?
10015,8819,Guy M. Lohman
8527,11081,Calton Pu
9882,9780,Stefano Paraboschi
10741,9203,Bruce G. Lindsay
9321,7668,M. Tamer Özsu
11045,11093,Guido Moerkotte
7359,7437,César A. Galindo-Legaria
11335,9373,Jim Gray
11359,9771,Amr El Abbadi
9591,8183,Arie Segev
9817,8946,Anastassia Ailamaki
11253,7916,Sridhar Ramaswamy
8107,10965,S. Muthukrishnan
3006,3091,Yannis Papakonstantinou
245,240,Praveen Seshadri
39,2914,Nick Roussopoulos
3474,1182,Yannis Kotidis
4362,4330,Asuman Dogac
85,3916,Calton Pu
2410,3145,Alfons Kemper
4711,1274,Donald Kossmann
95,4246,Ouri Wolfson
2671,2378,Philip A. Bernstein
4767,3191,Matthias Jarke
946,3568,Divyakant Agrawal
5194,5065,Phillip B. Gibbons
1740,5082,Viswanath Poosala
734,243,Sridhar Ramaswamy
2436,5491,Laks V. S. Lakshmanan
4663,3863,Jiawei Han
1658,5101,Dan Suciu
2925,4970,Daniel A. Keim
2477,2181,C. Mohan
1961,1671,Philip S. Yu
268,5367,Rajeev Rastogi
2852,3026,Kyuseok Shim
5634,4994,Hector Garcia-Molina
5008,2741,Raghu Ramakrishnan
5395,1982,M. Tamer &#214;zsu
298,2940,S. Seshadri
