Id,dataset,title,venue,year
5504,ACM,ACTIVIEW: Adaptive data presentation using SuperSQL,Very Large Data Bases,2001
5506,ACM,Sensor: the atomic computing particle,ACM SIGMOD Record,2003
5507,ACM,Modelling and Querying Video Data,Very Large Data Bases,1994
5510,ACM,Incremental computation and maintenance of temporal aggregates,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5511,ACM,Walking Through a Very Large Virtual Environment in Real-time,Very Large Data Bases,2001
5516,ACM,Guest editorial,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5518,ACM,Cache Fusion: Extending Shared-Disk Clusters with Shared Caches,Very Large Data Bases,2001
5522,ACM,Managing multiple and distributed ontologies on the Semantic Web,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5526,ACM,Analyzing energy behavior of spatial access methods for memory-resident data,Very Large Data Bases,2001
5528,ACM,Learning to match ontologies on the Semantic Web,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5530,ACM,Cache-Conscious Concurrency Control of Main-Memory Indexes on Shared-Memory Multiprocessor Systems,Very Large Data Bases,2001
5532,ACM,THESUS: Organizing Web document collections based on link semantics,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5534,ACM,On Processing XML in LDAP,Very Large Data Bases,2001
5537,ACM,Composing Web services on the Semantic Web,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5538,ACM,Efficient Management of Multiversion Documents by Object Referencing,Very Large Data Bases,2001
5540,ACM,POESIA: An ontological workflow approach for composing Web services in agriculture,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5542,ACM,RoadRunner: Towards Automatic Data Extraction from Large Web Sites,Very Large Data Bases,2001
5543,ACM,Analysis of predictive spatio-temporal queries,ACM Transactions on Database Systems (TODS),2003
5545,ACM,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,Very Large Data Bases,2001
5549,ACM,Distributed deviation detection in sensor networks,ACM SIGMOD Record,2003
5552,ACM,V-Trees - A Storage Method for Long Vector Data,Very Large Data Bases,1994
5556,ACM,Multimedia streaming in large-scale sensor networks with mobile swarms,ACM SIGMOD Record,2003
5559,ACM,Query Optimization by Predicate Move-Around,Very Large Data Bases,1994
5561,ACM,Book review column,ACM SIGMOD Record,2003
5562,ACM,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,Very Large Data Bases,1994
5565,ACM,Reasoning on regular path queries,ACM SIGMOD Record,2003
5568,ACM,Qualified Answers That Reflect User Needs and Preferences,Very Large Data Bases,1994
5570,ACM,Review of Data on the Web: from relational to semistructured data and XML by Serge Abiteboul  Peter Buneman  and Dan Suciu. Morgan Kaufmann 1999.,ACM SIGMOD Record,2003
5572,ACM,Fast Algorithms for Mining Association Rules in Large Databases,Very Large Data Bases,1994
5573,ACM,Review of Web caching and replication by Michael Rabinovich and Oliver Spatscheck. Addison Wesley 2002.,ACM SIGMOD Record,2003
5576,ACM,Optimization Algorithms for Exploiting the Parallelism-Communication Tradeoff in Pipelined Parallelism,Very Large Data Bases,1994
5577,ACM,Report on the 5th international workshop on the design and management of data warehouses (DMDW'03),ACM SIGMOD Record,2003
5579,ACM,Including Group-By in Query Optimization,Very Large Data Bases,1994
5580,ACM,Review of Spatial databases with application to GIS by Philippe Rigaux  Michel Scholl  and Agnes Voisard. Morgan Kaufmann 2002.,ACM SIGMOD Record,2003
5581,ACM,Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS,Very Large Data Bases,1994
5585,ACM,Understanding the semantics of sensor data,ACM SIGMOD Record,2003
5587,ACM,On Spatially Partitioned Temporal Join,Very Large Data Bases,1994
5588,ACM,The sensor spectrum: technology  trends  and requirements,ACM SIGMOD Record,2003
5589,ACM,Towards Event-Driven Modelling for Database Design,Very Large Data Bases,1994
5593,ACM,Managing uncertainty in sensor database,ACM SIGMOD Record,2003
5594,ACM,Experiments on Access to Digital Libraries: How can Images and Text be Used Together,Very Large Data Bases,1994
5595,ACM,Bluetooth-based sensor networks,ACM SIGMOD Record,2003
5599,ACM,Reasoning About Spatial Relationships in Picture Retrieval Systems,Very Large Data Bases,1994
5601,ACM,The Cougar Project: a work-in-progress report,ACM SIGMOD Record,2003
5605,ACM,Maximizing Buffer and Disk Utilizations for News On-Demand,Very Large Data Bases,1994
5607,ACM,An environmental sensor network to determine drinking water quality and security,ACM SIGMOD Record,2003
5612,ACM,Efficient and Effective Clustering Methods for Spatial Data Mining,Very Large Data Bases,1994
5613,ACM,Power efficient data gathering and aggregation in wireless sensor networks,ACM SIGMOD Record,2003
5616,ACM,Semantic Integration in Heterogeneous Databases Using Neural Networks,Very Large Data Bases,1994
5617,ACM,Energy and rate based MAC protocol for wireless sensor networks,ACM SIGMOD Record,2003
5621,ACM,Content-Based Image Indexing,Very Large Data Bases,1994
5623,ACM,P-Grid: a self-organizing structured P2P system,ACM SIGMOD Record,2003
5628,ACM,Data Integration in the Large: The Challenge of Reuse,Very Large Data Bases,1994
5629,ACM,Toward network data independence,ACM SIGMOD Record,2003
5630,ACM,Client-Server Paradise,Very Large Data Bases,1994
5632,ACM,Guest editor's introduction,ACM SIGMOD Record,2003
5633,ACM,Fast  Randomized Join-Order Selection - Why Use Transformations?,Very Large Data Bases,1994
5634,ACM,Peer-to-peer research at Stanford,ACM SIGMOD Record,2003
5643,ACM,Database Graph Views: A Practical Model to Manage Persistent Graphs,Very Large Data Bases,1994
5647,ACM,The hyperion project: from data integration to data coordination,ACM SIGMOD Record,2003
5650,ACM,An Effective Deductive Object-Oriented Database Through Language Integration,Very Large Data Bases,1994
5655,ACM,Relational data sharing in peer-based data management systems,ACM SIGMOD Record,2003
5656,ACM,Data Compression Support in Databases,Very Large Data Bases,1994
5658,ACM,Design issues and challenges for RDF- and schema-based peer-to-peer systems,ACM SIGMOD Record,2003
5662,ACM,OdeFS: A File System Interface to an Object-Oriented Database,Very Large Data Bases,1994
5665,ACM,The Piazza peer data management project,ACM SIGMOD Record,2003
5669,ACM,Challenges for Global Information Systems,Very Large Data Bases,1994
5670,ACM,Iterative spatial join,ACM Transactions on Database Systems (TODS),2003
5672,ACM,Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages,Very Large Data Bases,1994
5673,ACM,Are quorums an alternative for data replication?,ACM Transactions on Database Systems (TODS),2003
5676,ACM,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,Very Large Data Bases,1994
5680,ACM,Data grid management systems,International Conference on Management of Data,2003
5683,ACM,Providing Dynamic Security Control in a Federated Database,Very Large Data Bases,1994
5687,ACM,Removing permissions in the flexible authorization framework,ACM Transactions on Database Systems (TODS),2003
5691,ACM,A Multidatabase System for Tracking and Retrieval of Financial Data,Very Large Data Bases,1994
5693,ACM,Learning about data integration challenges from day one,ACM SIGMOD Record,2003
5694,ACM,The Impact of Global Clustering on Spatial Database Systems,Very Large Data Bases,1994
5695,ACM,Exposing undergraduate students to database system internals,ACM SIGMOD Record,2003
5696,ACM,RP*: A Family of Order Preserving Scalable Distributed Data Structures,Very Large Data Bases,1994
5698,ACM,Analysis of SIGMOD's co-authorship graph,ACM SIGMOD Record,2003
5700,ACM,Join Index Hierarchies for Supporting Efficient Navigations in Object-Oriented Databases,Very Large Data Bases,1994
5702,ACM,Journal relevance,ACM SIGMOD Record,2003
5703,ACM,Integrating a Structured-Text Retrieval System with an Object-Oriented Database System,Very Large Data Bases,1994
5705,ACM,Fast and accurate text classification via multiple linear discriminant projections,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5708,ACM,The GMAP: A Versatile Tool for Physical Data Independence,Very Large Data Bases,1994
5709,ACM,Watermarking relational data: framework  algorithms and analysis,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5710,ACM,A Top-Down Approach for Two Level Serializability,Very Large Data Bases,1994
5713,ACM,PSoup: a system for streaming queries over streaming data,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5714,ACM,An Overview of Repository Technology,Very Large Data Bases,1994
5715,ACM,Aurora: a new model and architecture for data stream management,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5720,ACM,Implementing Lazy Database Updates for an Object Database System,Very Large Data Bases,1994
5721,ACM,A performance study of four index structures for set-valued attributes of low cardinality,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5722,ACM,Persistent Threads,Very Large Data Bases,1994
5724,ACM,Instance-based attribute identification in database integration,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5727,ACM,Fast Incremental Indexing for Full-Text Information Retrieval,Very Large Data Bases,1994
5731,ACM,Computing complete answers to queries in the presence of limited access patterns,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5732,ACM,Access to Objects by Path Expressions and Rules,Very Large Data Bases,1994
5735,ACM,Cost-driven vertical class partitioning for methods in object oriented databases,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5737,ACM,Some Issues in Design of Distributed Deductive Databases,Very Large Data Bases,1994
5739,ACM,Standards for databases on the grid,ACM SIGMOD Record,2003
5740,ACM,Supporting Exceptions to Schema Consistency to Ease Schema Evolution in OODBMS,Very Large Data Bases,1994
5741,ACM,DBGlobe: a service-oriented P2P system for global computing,ACM SIGMOD Record,2003
5743,ACM,Indexing Multiple Sets,Very Large Data Bases,1994
5745,ACM,Selective information dissemination in P2P networks: problems and solutions,ACM SIGMOD Record,2003
5749,ACM,A Low-Cost Storage Server for Movie on Demand Databases,Very Large Data Bases,1994
5750,ACM,In-context peer-to-peer information filtering on the Web,ACM SIGMOD Record,2003
5752,ACM,Cumulative Updates,Very Large Data Bases,1994
5754,ACM,RE-tree: an efficient index structure for regular expressions,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5755,ACM,An Approach for Building Secure Database Federations,Very Large Data Bases,1994
5757,ACM,A case for fractured mirrors,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5760,ACM,Dual-Buffering Strategies in Object Bases,Very Large Data Bases,1994
5761,ACM,Guest editorial,The VLDB Journal &mdash; The International Journal on Very Large Data Bases,2003
5763,ACM,GraphDB: Modeling and Querying Graphs in Databases,Very Large Data Bases,1994
5764,ACM,Review of The data warehouse toolkit: the complete guide to dimensional modeling (2nd edition) by Ralph Kimball  Margy Ross. John Wiley & Sons  Inc. 2002.,ACM SIGMOD Record,2003
5766,ACM,Bulk Loading into an OODB: A Performance Study,Very Large Data Bases,1994
5767,DBLP2,Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making,SIGMOD Record,1999
5769,DBLP2,Estimation of Query-Result Distribution and its Application in Parallel-Join Load Balancing,VLDB,1996
5772,DBLP2,Incremental Maintenance for Non-Distributive Aggregate Functions,VLDB,2002
5777,DBLP2,Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,VLDB,1996
5781,DBLP2,Benchmarking Spatial Join Operations with Spatial Output,VLDB,1995
5784,DBLP2,Efficient Geometry-based Similarity Search of 3D Spatial Databases,SIGMOD Conference,1999
5786,DBLP2,Mining the World Wide Web: An Information Search Approach - Book Review,SIGMOD Record,2002
5788,DBLP2,Enhanced Abstract Data Types in Object-Relational Databases,VLDB J.,1998
5790,DBLP2,Report on DART '96: Databases: Active and Real-Time (Concepts meet Practice),SIGMOD Record,1997
5793,DBLP2,UniSQL's Next-Generation Object-Relational Database Management System,SIGMOD Record,1996
5796,DBLP2,Dual-Buffering Strategies in Object Bases,VLDB,1994
5799,DBLP2,Aurora: A Data Stream Management System,SIGMOD Conference,2003
5816,DBLP2,Priority Assignment in Real-Time Active Databases,VLDB J.,1996
5821,DBLP2,WaveCluster: A Wavelet Based Clustering Approach for Spatial Data in Very Large Databases,VLDB J.,2000
5825,DBLP2,Approximate query mapping: Accounting for translation closeness,VLDB J.,2001
5828,DBLP2,SPRINT: A Scalable Parallel Classifier for Data Mining,VLDB,1996
5832,DBLP2,Snowball: A Prototype System for Extracting Relations from Large Text Collections,SIGMOD Conference,2001
5838,DBLP2,A Framework for Implementing Hypothetical Queries,SIGMOD Conference,1997
5841,DBLP2,Parametric Query Optimization,VLDB J.,1997
5845,DBLP2,Lineage Tracing for General Data Warehouse Transformations,VLDB,2001
5848,DBLP2,Report on the ACM Fourth International Workshop on Data Warehousing and OLAP (DOLAP 2001),SIGMOD Record,2002
5850,DBLP2,Approximating Aggregate Queries about Web Pages via Random Walks,VLDB,2000
5856,DBLP2,A Query Language for a Web-Site Management System,SIGMOD Record,1997
5861,DBLP2,Supporting Periodic Authorizations and Temporal Reasoning in Database Access Control,VLDB,1996
5866,DBLP2,Free Parallel Data Mining,SIGMOD Conference,1998
5869,DBLP2,High Level Indexing of User-Defined Types,VLDB,1999
5878,DBLP2,PC Database Systems - Present and Future,VLDB,1994
5880,DBLP2,Form-Based Proxy Caching for Database-Backed Web Sites,VLDB,2001
5883,DBLP2,A Logical View of Structured Files,VLDB J.,1998
5887,DBLP2,DBGlobe: a service-oriented P2P system for global computing,SIGMOD Record,2003
5892,DBLP2,Database Patchwork on the Internet,SIGMOD Conference,1999
5894,DBLP2,Scientific Databases - State of the Art and Future Directions,VLDB,1994
5896,DBLP2,A Generic Approach to Bulk Loading Multidimensional Index Structures,VLDB,1997
5900,DBLP2,Data Bubbles for Non-Vector Data: Speeding-up Hierarchical Clustering in Arbitrary Metric Spaces,VLDB,2003
5903,DBLP2,Efficient Snapshot Differential Algorithms for Data Warehousing,VLDB,1996
5905,DBLP2,Integrating Triggers and Declarative Constraints in SQL Database Sytems,VLDB,1996
5906,DBLP2,Efficient IR-Style Keyword Search over Relational Databases,VLDB,2003
5909,DBLP2,Indexing of now-relative spatio-bitemporal data,VLDB J.,2002
5912,DBLP2,Temporal Coalescing with Now  Granularity  and Incomplete Information,SIGMOD Conference,2003
5914,DBLP2,Database Research at UT Arlington,SIGMOD Record,2003
5920,DBLP2,Why Decision Support Fails and How To Fix It,SIGMOD Record,1995
5923,DBLP2,A Low-Cost Storage Server for Movie on Demand Databases,VLDB,1994
5928,DBLP2,Generating Call-Level Interfaces for Advanced Database Application Programming,VLDB,1999
5932,DBLP2,Clustering by pattern similarity in large data sets,SIGMOD Conference,2002
5937,DBLP2,MOCHA: A Database Middleware System Featuring Automatic Deployment of Application-Specific Functionality,SIGMOD Conference,2000
5945,DBLP2,Fact: A Learning Based Web Query Processing System,SIGMOD Conference,2000
5950,DBLP2,SQL Multimedia and Application Packages (SQL/MM),SIGMOD Record,2001
5953,DBLP2,Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets,VLDB,1996
5955,DBLP2,XML Data Management Go Native or Spruce up Relational Systems? (Panel Abstract),SIGMOD Conference,2001
5957,DBLP2,An Overview of Data Warehousing and OLAP Technology,SIGMOD Record,1997
5960,DBLP2,Staggered Striping in Multimedia Information Systems,SIGMOD Conference,1994
5965,DBLP2,Multimedia streaming in large-scale sensor networks with mobile swarms,SIGMOD Record,2003
5968,DBLP2,How to Modify SQL Queries in Order to Guarantee Sure Answers,SIGMOD Record,1994
5970,DBLP2,Materialization: A Powerful and Ubiquitous Abstraction Pattern,VLDB,1994
5975,DBLP2,Dynamic Content Acceleration: A Caching Solution to Enable Scalable Dynamic Web Page Generation,SIGMOD Conference,2001
5980,DBLP2,Data Modelling in the Large,SIGMOD Record,1994
5982,DBLP2,Updating XML,SIGMOD Conference,2001
5987,DBLP2,Research in Information Managment at Dublin City University,SIGMOD Record,2002
5990,DBLP2,The Multidimensional Database System RasDaMan,SIGMOD Conference,1998
5996,DBLP2,Analyzing energy behavior of spatial access methods for memory-resident data,VLDB,2001
6003,DBLP2,The Value of Merge-Join and Hash-Join in SQL Server,VLDB,1999
6005,DBLP2,Efficient execution of joins in a star schema,SIGMOD Conference,2002
6007,DBLP2,PicoDMBS: Scaling Down Database Techniques for the Smartcard,VLDB,2000
6012,DBLP2,Multi-Dimensional Substring Selectivity Estimation,VLDB,1999
6016,DBLP2,The Intrinsic Problems of Structural Heterogeneity and an Approach to Their Solution,VLDB J.,1999
6019,DBLP2,A Database Perspective on Lotus Domino/Notes,SIGMOD Conference,1999
6021,DBLP2,Domains  Relations and Religious Wars,SIGMOD Record,1996
6023,DBLP2,The Data-Centric Revolution in Networking,VLDB,2003
6025,DBLP2,Cache-and-Query for Wide Area Sensor Databases,SIGMOD Conference,2003
6030,DBLP2,A Cost Model for Clustered Object-Oriented Databases,VLDB,1995
6031,DBLP2,Expiring Data in a Warehouse,VLDB,1998
6033,DBLP2,Opportunities in Information Management and Assurance,SIGMOD Record,1997
6035,DBLP2,Finding Data in the Neighborhood,VLDB,1997
6037,DBLP2,PREFER: A System for the Efficient Execution of Multi-parametric Ranked Queries,SIGMOD Conference,2001
6039,DBLP2,Editor's Notes,SIGMOD Record,2002
6041,DBLP2,Rainbow: mapping-driven XQuery processing system,SIGMOD Conference,2002
6047,DBLP2,Algebraic Query Optimisation for Database Programming Languages,VLDB J.,1996
6050,DBLP2,Static Analysis Techniques for Predicting the Behavior of Active Database Rules,ACM Trans. Database Syst.,1995
6053,DBLP2,The ORES Temporal Database Management System,SIGMOD Conference,1994
6060,DBLP2,Magic Conditions,ACM Trans. Database Syst.,1996
6064,DBLP2,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,VLDB,1995
6068,DBLP2,Ubiquitous  Self-tuning  Scalable Servers,SIGMOD Conference,1998
6070,DBLP2,Explaining Differences in Multidimensional Aggregates,VLDB,1999
6072,DBLP2,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,VLDB,1995
6076,DBLP2,Database in Crisis and Transition: A Technical Agenda for the Year 2001,SIGMOD Conference,1994
6078,DBLP2,Workflow Automation: Applications  Technology  and Research (Tutorial),SIGMOD Conference,1995
6079,DBLP2,Workshop on Performance and Architecture of Web Servers (PAWS-2000  held in conjection with SIGMETRICS-2000),SIGMOD Record,2000
6082,DBLP2,A Scalable Algorithm for Answering Queries Using Views,VLDB,2000
6084,DBLP2,Why I Like Working in Academia,SIGMOD Record,2002
6086,DBLP2,Efficient and Tunable Similar Set Retrieval,SIGMOD Conference,2001
6089,DBLP2,Fast and Accurate Text Classification via Multiple Linear Discriminant Projections,VLDB,2002
6093,DBLP2,Business Process Coordination: State of the Art  Trends  and Open Issues,VLDB,2001
6096,DBLP2,Work and Information Practices in the Sciences of Biodiversity,VLDB,2000
6098,DBLP2,Data Modeling of Time-Based Media,SIGMOD Conference,1994
6102,DBLP2,Space Optimization in Deductive Databases,ACM Trans. Database Syst.,1995
6104,DBLP2,Chair's Message,SIGMOD Record,2000
6105,DBLP2,Trade Press News - Announcement and Preface,SIGMOD Record,1994
6107,DBLP2,Improving Index Performance through Prefetching,SIGMOD Conference,2001
6110,DBLP2,New Programs at DARPA and NSF,SIGMOD Record,1996
6111,DBLP2,Investigation of Algebraic Query Optimisation Techniques for Database Programming Languages,VLDB,1994
6112,DBLP2,Physical Data Independence  Constraints  and Optimization with Universal Plans,VLDB,1999
6116,DBLP2,An Adaptive Query Execution System for Data Integration,SIGMOD Conference,1999
6118,DBLP2,The Semantic Web Paving the Way to the Knowledge Society,VLDB,2001
6120,DBLP2,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,VLDB,1997
6121,DBLP2,Path sharing and predicate evaluation for high-performance XML filtering,ACM Trans. Database Syst.,2003
6126,DBLP2,Processing Set Expressions over Continuous Update Streams,SIGMOD Conference,2003
6129,DBLP2,Performance Measurements of Compressed Bitmap Indices,VLDB,1999
6131,DBLP2,Hierarchical Prefix Cubes for Range-Sum Queries,VLDB,1999
6133,DBLP2,Removing permissions in the flexible authorization framework,ACM Trans. Database Syst.,2003
6138,DBLP2,ARIADNE: A System for Constructing Mediators for Internet Sources,SIGMOD Conference,1998
6148,DBLP2,Multiway spatial joins,ACM Trans. Database Syst.,2001
6151,DBLP2,Implementing Data Cubes Efficiently,SIGMOD Conference,1996
6155,DBLP2,Recent Design Trade-offs in SQL3,SIGMOD Record,1994
6157,DBLP2,SQLJ-Part 1: SQL Routines Using the Java Programming Language,SIGMOD Record,1999
6158,DBLP2,Similarity-Based Queries for Time Series Data,SIGMOD Conference,1997
6161,DBLP2,A Distributed Scientific Data Archive Using the Web  XML and SQL/MED,SIGMOD Record,1999
6166,DBLP2,Viator - A Tool Family for Graphical Networking and Data View Creation,VLDB,2002
6174,DBLP2,Information Warfare and Security - Book Review,SIGMOD Record,2001
6175,DBLP2,The Persistent Cache: Improving OID Indexing in Temporal Object-Oriented Database Systems,VLDB,1999
6177,DBLP2,Estimating the Selectivity of Spatial Queries Using the `Correlation' Fractal Dimension,VLDB,1995
6180,DBLP2,Semantic Heterogeneity Resolution in Federated Databases by Metadata Implantation and Stepwise Evolution,VLDB J.,1999
6183,DBLP2,Performance Evaluation of a New Distributed Deadlock Detection Algorithm,SIGMOD Record,1994
6187,DBLP2,SQL and Management of External Data,SIGMOD Record,2001
6193,DBLP2,AQuery: Query Language for Ordered Data  Optimization Techniques  and Experiments,VLDB,2003
6195,DBLP2,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases,VLDB,1997
6196,DBLP2,REVIEW: A Real Time Virtual Walkthrough System,SIGMOD Conference,2001
6202,DBLP2,A Modified Random Perturbation Method for Database Security,ACM Trans. Database Syst.,1994
6205,DBLP2,Managing Web Data,SIGMOD Conference,1999
6206,DBLP2,Loading the Data Warehouse Across Various Parallel Architectures,VLDB,1996
6208,DBLP2,HODFA: An Architectural Framework for Homogenizing Heterogeneous Legacy Database,SIGMOD Record,1995
6212,DBLP2,Database Tuning: Principles  Experiments  and Troubleshooting Techniques,VLDB,2002
6214,DBLP2,Reminiscences an Influential Papers,SIGMOD Record,2003
6216,DBLP2,Application of OODB and SGML Techniques in Text Database: An Electronic Dictionary System,SIGMOD Record,1995
6218,DBLP2,Java and Relational Databases: SQLJ (Tutorial),SIGMOD Conference,1998
6225,DBLP2,Covering indexes for branching path queries,SIGMOD Conference,2002
6229,DBLP2,Semint: A System Prototype for Semantic Integration in Heterogeneous Databases,SIGMOD Conference,1995
6232,DBLP2,Career-Enhancing Services at SIGMOD Online,SIGMOD Record,2001
6234,DBLP2,Revisiting Commit Processing in Distributed Database Systems,SIGMOD Conference,1997
6237,DBLP2,Type-Checking OQL Queries In the ODMG Type Systems,ACM Trans. Database Syst.,1999
6239,DBLP2,Things Every Update Replication Customer Should Know,SIGMOD Conference,1995
6241,DBLP2,In Memory of Gísli R. Hjaltason,SIGMOD Record,2003
6243,DBLP2,Query Optimization by Predicate Move-Around,VLDB,1994
6245,DBLP2,Catching the Boat with Strudel: Experiences with a Web-Site Management System,SIGMOD Conference,1998
6247,DBLP2,Adaptable Query Optimization and Evaluation in Temporal Middleware,SIGMOD Conference,2001
6249,DBLP2,BIRCH: An Efficient Data Clustering Method for Very Large Databases,SIGMOD Conference,1996
6252,DBLP2,Time-parameterized queries in spatio-temporal databases,SIGMOD Conference,2002
6254,DBLP2,Scalable Parallel Data Mining for Association Rules,SIGMOD Conference,1997
6258,DBLP2,An algebraic approach to static analysis of active database rules,ACM Trans. Database Syst.,2000
6260,DBLP2,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,VLDB,1995
6263,DBLP2,Dwarf: shrinking the PetaCube,SIGMOD Conference,2002
6267,DBLP2,Thinksheet: A Tool for Tailoring Complex Documents,SIGMOD Conference,1996
6271,DBLP2,On-line Reorganization of Sparsely-populated B+trees,SIGMOD Conference,1996
6274,DBLP2,Handling Very Large Databases with Informix Extended Parallel Server,SIGMOD Conference,2000
6275,DBLP2,Including Group-By in Query Optimization,VLDB,1994
6276,DBLP2,Value-cognizant Speculative Concurrency Control,VLDB,1995
6279,DBLP2,Data Mining: Practical Machine Learning Tools and Techniques - Book Review,SIGMOD Record,2002
6281,DBLP2,Report on the 8th International Workshop on Knowledge Representation Meets Databases (KRDB),SIGMOD Record,2001
6285,DBLP2,STARTS: Stanford Proposal for Internet Meta-Searching (Experience Paper),SIGMOD Conference,1997
6287,DBLP2,The X-tree : An Index Structure for High-Dimensional Data,VLDB,1996
6290,DBLP2,Eliminating Fuzzy Duplicates in Data Warehouses,VLDB,2002
6293,DBLP2,A Database Striptease or How to Manage Your Personal Databases,VLDB,2003
6297,DBLP2,An ebXML infrastructure implementation through UDDI registries and RosettaNet PIPs,SIGMOD Conference,2002
6306,DBLP2,Temporal Database System Implementations,SIGMOD Record,1995
6308,DBLP2,XSEarch: A Semantic Search Engine for XML,VLDB,2003
6312,DBLP2,OPOSSUM: Desk-Top Schema Management through Customizable Visualization,VLDB,1995
6314,DBLP2,Atomicity and isolation for transactional processes,ACM Trans. Database Syst.,2002
6319,DBLP2,Logical Logging to Extend Recovery to New Domains,SIGMOD Conference,1999
6322,DBLP2,The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language,SIGMOD Conference,1994
6326,DBLP2,Online Aggregation,SIGMOD Conference,1997
6329,DBLP2,Semi-automatic  Self-adaptive Control of Garbage Collection Rates in Object Databases,SIGMOD Conference,1996
6334,DBLP2,A Single Pass Computing Engine for Interactive Analysis of VLDBs,VLDB,1998
6336,DBLP2,Fast Nearest Neighbor Search in Medical Image Databases,VLDB,1996
6341,DBLP2,Metadata for Digital Media: Introduction to the Special Issue,SIGMOD Record,1994
6342,DBLP2,In Reply to Domains  relations and Religious Wars,SIGMOD Record,1996
6344,DBLP2,Bank of America Case Study: The Information Currency Advantage,VLDB,1998
6347,DBLP2,Tree pattern query minimization,VLDB J.,2002
6351,DBLP2,Fine-Grained Sharing in a Page Server OODBMS,SIGMOD Conference,1994
6354,DBLP2,ADEPT: An Agent-Based Approach to Business Process Management,SIGMOD Record,1998
6358,DBLP2,Introduction to the Career Forum Column,SIGMOD Record,2001
6359,DBLP2,Image Mining in IRIS: Integrated Retinal Information System,SIGMOD Conference,2000
6363,DBLP2,Enterprise Information Architectures -- They're Finally Changing,SIGMOD Conference,1994
6365,DBLP2,Integrating Information for On Demand Computing,VLDB,2003
6366,DBLP2,Thémis: A Database Programming Language Handling Integrity Constraints,VLDB J.,1995
6369,DBLP2,An Introduction to Deductive Database Languages and Systems,VLDB J.,1994
6372,DBLP2,Information Management Challenges from the Aerospace Industry,VLDB,2002
6374,DBLP2,State of the Art in Workflow Management Research and Products,SIGMOD Conference,1996
6375,DBLP2,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,SIGMOD Record,1999
6378,DBLP2,Phoenix Project: Fault-Tolerant Applications,SIGMOD Record,2002
6380,DBLP2,Cluster Validity Methods: Part I,SIGMOD Record,2002
6383,DBLP2,DIRECTV and Oracle Rdb: The Challenges of VLDB Transaction Processing,SIGMOD Conference,1995
6385,DBLP2,Ensuring Relaxed Atomicity for Flexible Transactions in Multidatabase Systems,SIGMOD Conference,1994
6389,DBLP2,Replication  Consistency  and Practicality: Are These Mutually Exclusive?,SIGMOD Conference,1998
6393,DBLP2,A-TOPSS - A Publish/Subscribe System Supporting Approximate Matching,VLDB,2002
6396,DBLP2,Searching in metric spaces with user-defined and approximate distances,ACM Trans. Database Syst.,2002
6399,DBLP2,Algorithms for Deferred View Maintenance,SIGMOD Conference,1996
6403,DBLP2,Design and Development of a Stream Service in a Heterogenous Client Environment,VLDB,2000
6406,DBLP2,COUGAR: the network is the database,SIGMOD Conference,2002
6410,DBLP2,The Data That You Won't Find in Databases: Tutorial panel on data exchange formats,SIGMOD Conference,1995
6413,DBLP2,Effective Timestamping in Databases,VLDB J.,2000
6415,DBLP2,SilkRoute: A framework for publishing relational data in XML,ACM Trans. Database Syst.,2002
6419,DBLP2,The TPR*-Tree: An Optimized Spatio-Temporal Access Method for Predictive Queries,VLDB,2003
6421,DBLP2,Editor's Notes,SIGMOD Record,1996
6422,DBLP2,Mapping Adaptation under Evolving Schemas,VLDB,2003
